title,price,rating,image,cpu,ram,storage,screen,os_version,display_resolution,model_number,link,spec_adobe_flash_compatible,spec_audio_jack,spec_bag_style,spec_battery_life,spec_battery_size,spec_care_instructions,spec_casing,spec_charging_type,spec_closure,spec_colour_name,spec_compatibility,spec_connection_type,spec_cpu_speed,spec_display_resolution,spec_display_type,spec_exterior_material,spec_external_graphics,spec_feature,spec_features,spec_gender,spec_gpu_version,spec_grade,spec_graphic_memory,spec_hdd_rotation,spec_hdmi_output,spec_interior_material,spec_internal_memory,spec_keyboard_language,spec_level,spec_material,spec_model_name,spec_model_number,spec_model_series,spec_number_of_channels,spec_number_of_cores,spec_number_of_hdmi_ports,spec_number_of_pieces,spec_number_of_usb_ports,spec_occasion,spec_operating_system,spec_operating_system_number,spec_os_version,spec_pack_quantity,spec_pattern,spec_pixels_per_inch,spec_processor_version,spec_processor_version_number_generation,spec_product_height,spec_product_length,spec_product_weight,spec_product_width,spec_ram_size,spec_ram_type,spec_refresh_rates,spec_resolution,spec_response_time,spec_screen_size,spec_sd_card_slot,spec_set_includes,spec_sim_type,spec_size,spec_strap_material,spec_type,spec_usage,spec_usb_port_type,spec_version,spec_weight,spec_what_s_in_the_box,spec_wireless
"IdeaPad Slim 3 (Upgraded Version) Laptop With 15.3 Inch WUXGA(1920X1200) Display, Core i7 -13620H Processor/16GB RAM DDR5/512GB SSD/Intel UHD Graphics/Windows 11 Pro/ English/Arabic Luna Grey",2877.00,3.8,https://f.nooncdn.com/p/pnsku/N70285766V/45/_/1770218355/42a6032d-5959-44ac-ad60-b54d7f5676df.jpg?width=1200,Core i7 -13620H,16 GB,512 GB,15.3 in,Windows 11 Pro,1920x1200,Ideapad Slim 3 15RH10/W11P,https://www.noon.com/saudi-en/ideapad-slim-3-upgraded-version-laptop-with-15-3-inch-wuxga-1920x1200-display-core-i7-13620h-processor-16gb-ram-ddr5-512gb-ssd-intel-uhd-graphics-windows-11-pro-english-arabic-luna-grey/N70285766V/p/,,,,,,,,,,Luna Grey,,,1.8 GHz,1920x1200,,,Integrated,,,,,,,,,,512 GB,English/Arabic,,,IdeaPad Slim 3,Ideapad Slim 3 15RH10/W11P,Lenovo IdeaPad,,Deca core,,,,,Windows,,Windows 11 Pro,,,,Core i7 -13620H,13th Gen,,,,,16 GB,DDR5,,WUXGA,,15.3 in,,,,,,SSD,Business,,,,,
"IdeaPad Slim 3 15IRH10 Laptop With 15.3 Inch WUXGA (1920x1200) IPS Display, Core i7-13620H Processor/8GB RAM DDR5/512GB SSD/Intel UHD Graphics/DOS(Without Windows)/ English/Arabic Luna Grey",2349.00,3.8,https://f.nooncdn.com/p/pnsku/N70284918V/45/_/1770102819/4ea62e7c-09ac-4943-9bbb-517a65708f8b.jpg?width=1200,Core i7-13620H,8 GB,512 GB,15.3 in,Free DOS,1920x1200,83K100AXAD,https://www.noon.com/saudi-en/ideapad-slim-3-15irh10-laptop-with-15-3-inch-wuxga-1920x1200-ips-display-core-i7-13620h-processor-8gb-ram-ddr5-512gb-ssd-intel-uhd-graphics-dos-without-windows-english-arabic-luna-grey/N70284918V/p/,,,,,,,,,,Luna Grey,,,2.4 GHz,1920x1200,,,Integrated,,,,,,,,,,512 GB,English/Arabic,,,,83K100AXAD,Lenovo Slim,,Deca core,,,,,DOS,,Free DOS,,,,Core i7-13620H,13th Gen,,,,,8 GB,DDR5,,WUXGA,,15.3 in,,,,,,SSD,Business,,,,,
"Vivobook X1504VA Laptop With 15.6 Inch Full HD (1920x1080) Display, Intel Core 5-120U Processor/16GB RAM DDR5/512GB SSD/Intel Graphics/DOS(Without Windows)/ English/Arabic Cool Silver",1999.00,4.2,https://f.nooncdn.com/p/pnsku/N70338595V/45/_/1774867972/f934828c-1357-4836-8c79-9b71fb703485.jpg?width=1200,Core 5-120U,16 GB,512 GB,15.6 in,Free DOS,1920x1080,X1504VA-BQ4104,https://www.noon.com/saudi-en/vivobook-x1504va-laptop-with-15-6-inch-full-hd-1920x1080-display-intel-core-5-120u-processor-16gb-ram-ddr5-512gb-ssd-intel-graphics-dos-without-windows-english-arabic-cool-silver/N70338595V/p/,,,,,,,,,,Cool Silver,,,1.4 GHz,1920x1080,,,,,,,,,,,,,512 GB,English/Arabic,,,,X1504VA-BQ4104,,,Deca core,,,,,DOS,,Free DOS,,,,Core 5-120U,1st Gen,,,,,16 GB,DDR5,,Full HD,,15.6 in,,,,,,SSD,Business,,,,,
"Vivobook 16 Laptop With 16 Inch WUXGA (1920x1200) Display, Core 9-270H Processor/16GB RAM DDR5/512GB SSD/Windows 11 Home/ English/Arabic Indie Black",3199.00,4.2,https://f.nooncdn.com/p/pnsku/N70278834V/45/_/1769080074/b3c3f5e0-f52e-4351-892b-6d49ee83ade4.jpg?width=1200,Core 9-270H,16 GB,512 GB,16 in,Windows 11 Home,1920x1200,X1605VA-MB2772WS,https://www.noon.com/saudi-en/vivobook-16-laptop-with-16-inch-wuxga-1920x1200-display-core-9-270h-processor-16gb-ram-ddr5-512gb-ssd-windows-11-home-english-arabic-indie-black/N70278834V/p/,,,,,,,,,,Indie Black,,,2.8 GHz,1920x1200,,,Integrated,,,,,,,,,,512 GB,English/Arabic,,,,X1605VA-MB2772WS,ASUS Vivobook,,14-Core,,,,,Windows,,Windows 11 Home,,,,Core 9-270H,2nd Gen,,,,,16 GB,DDR5,,WUXGA,,16 in,,,,,,SSD,Business,,,,,
"Raider A18 Gaming Laptop With 18 Inch UHD 120Hz (3840x2160) Display, Ryzen 9 9955HX3D Processor/64GB RAM DDR5/2TB SSD/24GB Nvidia GeForce RTX 5090 Graphics/Windows 11/ Black",21669.00,4.3,https://f.nooncdn.com/p/pzsku/Z58F3279A10880E098E52Z/45/_/1773207463/aae87bbb-9b91-4eed-af13-59b2f4f25742.jpg?width=1200,Ryzen 9,64 GB,2 TB,18 in,Windows 11,,9S7-182L72-247,https://www.noon.com/saudi-en/raider-a18-gaming-laptop-with-18-inch-uhd-120hz-3840x2160-display-ryzen-9-9955hx3d-processor-64gb-ram-ddr5-2tb-ssd-24gb-nvidia-geforce-rtx-5090-graphics-windows-11-black/N70311843V/p/,,,,,,,,,,Black,,,,,,,Graphic Card,,,,,,,,,,2 TB,,,,Raider A18,9S7-182L72-247,MSI Raider,,16-Core,,,,,Windows,,Windows 11,,,,,Not Applicable,,,,,64 GB,DDR5,,UHD,,18 in,,,,,,SSD,Gaming,,,,,
15.6 Inch Laptop Bag Lightweight PU Computer Bag Travel Business Briefcase Water Resistance Shoulder,62.35,4.2,https://f.nooncdn.com/p/pzsku/ZE6EFAB36AA7F542FEAFEZ/45/_/1688363973/67ebc2ec-7bb1-47a7-b6e4-d56831c09c52.jpg?width=1200,,,,15.6 Inch,,,098,https://www.noon.com/saudi-en/15-6-inch-laptop-bag-lightweight-pu-computer-bag-travel-business-briefcase-water-resistance-shoulder/ZE6EFAB36AA7F542FEAFEZ/p/,,,Laptop Bag,,,,,,,Blue,"15"" Laptop",,,,,Nylon,,"Water Resistant, Wear Resistant",,Unisex,,,,,,Polyester,,,,,098,098,,,,,,,Casual,,,,,Solid,,,,30 cm,41 cm,,6 cm,,,,,,,,,,41*30*6 cm,,,,,,,,
"Laptop With 14 Inch Display, Celeron N3710 Processor/8GB RAM/256GB SSD/Intel HD Graphics/Windows 10 English/Arabic Soft Pink",989.00,3,https://f.nooncdn.com/p/pzsku/ZD3517C9F82AD5FA29F4BZ/45/_/1775715939/eb9d0a31-d5b1-41c5-bcd1-003186de0f70.jpg?width=1200,Celeron N3710,8 GB,256 GB,14 in,Windows 10,1366x768,,https://www.noon.com/saudi-en/laptop-with-14-inch-display-celeron-n3710-processor-8gb-ram-256gb-ssd-intel-hd-graphics-windows-10-english-arabic-soft-pink/ZD3517C9F82AD5FA29F4BZ/p/,yes,3.5 mm,,5 Hours,4000 mAh,,,,,Soft Pink,,Bluetooth/Wireless,1.6 GHz,1366x768,IPS,,Integrated,,Eye Care,,,,,,yes,,256 GB,English/Arabic,,,,,,2.1,Quad Core,1,,,,Windows,,Windows 10,,,,,Not Applicable,1.8 cm,32 cm,1.3 KG,21 cm,8 GB,DDR3,60Hz,HD,,14 in,1,,Micro SIM,,,SSD,Personal,USB 3.0,KSA Version,1 - 1.4 Kg,"Laptop,Power Cord",4G/3G/Wireless/Bluetooth
"Vivobook 14 Laptop With 14 Inch WUXGA (1920 x 1200) Display 60Hz, Qualcomm Snapdragon X Processor /16GB RAM DDR5/512GB SSD/Windows 11 Home/ English/Arabic Quiet Blue",2589.00,4.5,https://f.nooncdn.com/p/pnsku/N70166630V/45/_/1764242129/97bf1f19-3f33-455a-aeb4-a6edf8e1386d.jpg?width=1200,Qualcomm Snapdragon X,16 GB,512 GB,14 in,Windows 11 Home,1920x1200,X1407QA-LY034W,https://www.noon.com/saudi-en/vivobook-14-laptop-with-14-inch-wuxga-1920-x-1200-display-60hz-qualcomm-snapdragon-x-processor-16gb-ram-ddr5-512gb-ssd-windows-11-home-english-arabic-quiet-blue/N70166630V/p/,,,,,,,,,,Quiet Blue,,,3 GHz,1920x1200,,,Integrated,,,,,,,,,,512 GB,English/Arabic,,,,X1407QA-LY034W,ASUS Vivobook,,Quad Core,,,,,Windows,,Windows 11 Home,,,,Qualcomm Snapdragon X,Not Applicable,,,,,16 GB,DDR4,,WUXGA,,14 in,,,,,,SSD,Business,,,,,
"15-fc0015nx Laptop With 15.6 Inch Full HD (1920X1080) Display, AMD Ryzen 5-7520U Processor/8GB RAM DDR5/512GB SSD/AMD Radeon Graphics/Windows 11/ English/Arabic Natural Silver",2199.00,4.0,https://f.nooncdn.com/p/pnsku/N70259314V/45/_/1763403305/51966b9e-81ed-4dfb-9f65-046527661144.jpg?width=1200,AMD Ryzen 5-7520U,8 GB,512 GB,15.6 in,Windows 11,1920x1080,CP3S2EA,https://www.noon.com/saudi-en/15-fc0015nx-laptop-with-15-6-inch-full-hd-1920x1080-display-amd-ryzen-5-7520u-processor-8gb-ram-ddr5-512gb-ssd-amd-radeon-graphics-windows-11-english-arabic-natural-silver/N70259314V/p/,,,,,,,,,,Natural Silver,,,2.8 GHz,1920x1080,,,Integrated,,,,,,,,,,512 GB,English/Arabic,,,15-fc0015nx,CP3S2EA,HP Essential,,Quad Core,,,,,Windows,,Windows 11,,,,AMD Ryzen 5-7520U,Not Applicable,,,,,8 GB,DDR5,,Full HD,,15.6 in,,,,,,SSD,Business,,,,,
"MacBook Neo | 13-Inch Display | A18 Pro, 6-core CPU, 5-core GPU, 16-core Neural Engine Processor | 8GB RAM | 512GB SSD| English And Arabic Keyboard | Blush",,,https://f.nooncdn.com/p/pzsku/Z552E644202703A538129Z/45/_/1779094819/59633dd5-5f7f-4469-9658-e9f5aad845ed.jpg?width=1200,"A18 Pro, 6-core CPU, 5-core GPU",8 GB,512 GB,13 in,macOS Sequoia,,"MHFJ4AB/A, MHFJ4ZS/A",https://www.noon.com/saudi-en/macbook-neo-13-inch-display-a18-pro-6-core-cpu-5-core-gpu-16-core-neural-engine-processor-8gb-ram-512gb-ssd-english-and-arabic-keyboard-blush/N70305939V/p/,,,,16 Hours,,,,,,Blush,,,,,Liquid Retina XDR,,,,,,,,,,,,512 GB,,,,MacBook Neo,"MHFJ4AB/A, MHFJ4ZS/A",,,16-Core,,,,,macOS,,macOS Sequoia,,,,"A18 Pro, 6-core CPU, 5-core GPU",Not Applicable,,,,,8 GB,DDR4,,,,13 in,,,,,,SSD,Business,,Middle East Version,,,
"New 2025 MacBook Air MC6T4 13-Inch Display, Apple M4 Chip 10-Core CPU 8-Core GPU Processor/16GB RAM/256GB SSD/macOS English/Arabic Sky Blue",4099.00,4.6,https://f.nooncdn.com/p/pzsku/Z86813407F49F1DB577E8Z/45/_/1779094462/2e2abd11-9c12-4fb7-aaca-383fcabe784f.jpg?width=1200,Apple M4 Chip 10-Core CPU 8-Core GPU,16 GB,256 GB,13 in,macOS Sequoia,1920x1080,MC6T4AB/A / MC6T4HN/A,https://www.noon.com/saudi-en/new-2025-macbook-air-mc6t4-13-inch-display-apple-m4-chip-10-core-cpu-8-core-gpu-processor-16gb-ram-256gb-ssd-macos-english-arabic-sky-blue/N70154926V/p/,,,,16 Hours,,,,,,Sky Blue,,,2.4 GHz,1920x1080,Liquid Retina XDR,,Integrated,,,,,,,,Yes,,256 GB,English/Arabic,,,MacBook Air,MC6T4AB/A / MC6T4HN/A,Apple MacBook Air,,16-Core,1,,2,,macOS,,macOS Sequoia,,,,Apple M4 Chip 10-Core CPU 8-Core GPU,Not Applicable,,,,,16 GB,DDR4,,Full HD,,13 in,Yes,,,,,SSD,Personal,,Middle East Version,,,
15-dw3028nx Laptop With15.6 inch HD (1366x768) Display/Intel Core i5-1135G7/8GB RAM DDR4/256GB SSD/2 GB NVIDIA GeForce MX350 Graphics/DOS(Without windows)/ English/Arabic Grey,1999.00,3.5,https://f.nooncdn.com/p/v1652804642/N52229033A_1.jpg?width=1200,Core i5-1135G7,8 GB,256 GB,15.6 in,Free DOS,1366x768,3V0E1EA,https://www.noon.com/saudi-en/15-dw3028nx-laptop-with15-6-inch-hd-1366x768-display-intel-core-i5-1135g7-8gb-ram-ddr4-256gb-ssd-2-gb-nvidia-geforce-mx350-graphics-dos-without-windows-english-arabic-grey/N52229033A/p/,,,,,,,,,,Grey,,,2.4 GHz,1366x768,,,Graphic Card,,,,NVIDIA GeForce MX350,,2 GB,,Yes,,256 GB,English/Arabic,,,15-dw3028nx,3V0E1EA,HP DW Series,,Quad Core,1,,3,,DOS,,Free DOS,,,,Core i5-1135G7,11th Gen,,,,,8 GB,DDR4,,HD,,15.6 in,Yes,,,,,SSD,Business,,,,,
"15-fa2787nr Victus Gaming Laptop With 15.6 Inch Full HD (1920x1080) Display, Intel Core i7-13620H Processor/16GB RAM DDR5/512GB SSD/8GB Nvidia GeForce RTX 5060 Graphics/Windows 11 Home/ English/Arabic Mica Silver",5199.00,4.1,https://f.nooncdn.com/p/pnsku/N70278088V/45/_/1768466083/2ce292d2-9833-4982-b8a4-e2706c21a59f.jpg?width=1200,Core i7-13620H,16 GB,512 GB,15.6 in,Windows 11 Home,1920x1080,15-fa2787nr,https://www.noon.com/saudi-en/15-fa2787nr-victus-gaming-laptop-with-15-6-inch-full-hd-1920x1080-display-intel-core-i7-13620h-processor-16gb-ram-ddr5-512gb-ssd-8gb-nvidia-geforce-rtx-5060-graphics-windows-11-home-english-arabic-mica-silver/N70278088V/p/,,,,,,,,,,Mica Silver,,,2.4 GHz,1920x1080,,,Graphic Card,,,,,,8 GB,,,,512 GB,English/Arabic,,,,15-fa2787nr,HP Victus,,Deca core,,,,,Windows,,Windows 11 Home,,,,Core i7-13620H,13th Gen,,,,,16 GB,DDR5,,Full HD,,15.6 in,,,,,,SSD,Gaming,,,,,
"Latitude 5520 Notebook Laptop 11th Gen Intel i7-1185G7 Vpro, Ram 16Gb DDR4, M.2 512 Gb Ssd, 2Gb Nvidia GeForce MX450 Graphics, 15.6"" FHD, HD Camera, Win 11 Pro English/Arabic Grey",3500.00,3.6,https://f.nooncdn.com/p/pnsku/N70035327V/45/_/1704349857/ec73a8f2-a949-4a10-b2d1-956aeb477e98.jpg?width=1200,i7-1185G7,16 GiB,512 GB,15.6 in,Windows 11 Pro,1920x1080,Latitude 5520,https://www.noon.com/saudi-en/latitude-5520-notebook-laptop-11th-gen-intel-i7-1185g7-vpro-ram-16gb-ddr4-m-2-512-gb-ssd-2gb-nvidia-geforce-mx450-graphics-15-6-fhd-hd-camera-win-11-pro-english-arabic-grey/N70035327V/p/,,,,8 Hours,,,,,,Grey,,Bluetooth/Wireless,3.7 GHz,1920x1080,FHD,,Integrated,,"Business, Personal, Travel",,,,,,yes,,512 GB,English/Arabic,,,Dell Latitude 5520 Notebook,Latitude 5520,,Dual,Quad Core,1,,3,,Windows,Windows 11,Windows 11 Pro,,,,i7-1185G7,11th Gen,357.8 mm,19.87 mm,1.59 KG,233.3 mm,16 GiB,DDR4,,Full HD,,15.6 in,yes,,No SIM Card,,,SSD,Business,,UAE Version,1.5 - 1.9 Kg,"Dell Latitude 5520 Notebook Laptop, catalog, charger, cables",4G/3G/Wireless/Bluetooth
"IdeaPad Slim 3 15ITN9 Laptop With 15.6 Inch Full HD (1920x1080) Display, Intel Core 3 N355 Processor/8GB RAM DDR5/512GB SSD/Windows 11/ English/Arabic Arctic Grey",1699.00,3.8,https://f.nooncdn.com/p/pnsku/N70285182V/45/_/1770134328/6eaf55da-13f0-4916-b749-95cc9829ef0d.jpg?width=1200,Core 3 N355,8 GB,512 GB,15.6 in,Windows 11,1920x1080,83L7002VAD,https://www.noon.com/saudi-en/ideapad-slim-3-15itn9-laptop-with-15-6-inch-full-hd-1920x1080-display-intel-core-3-n355-processor-8gb-ram-ddr5-512gb-ssd-windows-11-english-arabic-arctic-grey/N70285182V/p/,,,,,,,,,,Arctic Grey,,,3.4 GHz,1920x1080,,,Integrated,,,,,,,,,,512 GB,English/Arabic,,,,83L7002VAD,Lenovo IdeaPad,,Octa Core,,,,,Windows,,Windows 11,,,,Core 3 N355,Not Applicable,,,,,8 GB,DDR5,,Full HD,,15.6 in,,,,,,SSD,Business,,,,,
"TUF Gaming Laptop With 15.6 Inch Full HD (1920x1080) Display, AMD Ryzen 7-7445HS Processor/8GB RAM DDR5/512GB SSD/4GB Nvidia GeForce RTX 3050 Graphics/DOS(Without Windows)/ Graphite Black",3199.00,4.2,https://f.nooncdn.com/p/pnsku/N70338594V/45/_/1774871879/c7c256fb-4c72-4baf-82f0-ca3e444276c8.jpg?width=1200,Ryzen 7-7445HS,8 GB,512 GB,15.6 in,Free DOS,1920x1080,FA506NCG-HN204,https://www.noon.com/saudi-en/tuf-gaming-laptop-with-15-6-inch-full-hd-1920x1080-display-amd-ryzen-7-7445hs-processor-8gb-ram-ddr5-512gb-ssd-4gb-nvidia-geforce-rtx-3050-graphics-dos-without-windows-graphite-black/N70338594V/p/,,,,,,,,,,Graphite Black,,,3.2 GHz,1920x1080,,,,,,,NVIDIA GeForce RTX 3050,,4 GB,,,,512 GB,,,,,FA506NCG-HN204,ASUS TUF Gaming,,Hexa Core,,,,,DOS,,Free DOS,,,,Ryzen 7-7445HS,Not Applicable,,,,,8 GB,DDR5,,Full HD,,15.6 in,,,,,,SSD,Gaming,,,,,
"Omnibook 3 Laptop With 15.6 Inch Full HD (1920x1080) Display, AMD Ryzen AI 5 340 Processor/16GB RAM DDR5/512GB SSD/Windows 11 Home/ English/Arabic Silver",3136.98,4.1,https://f.nooncdn.com/p/pnsku/N70290463V/45/_/1771406477/8f359697-270a-432b-9a34-4f717445089b.jpg?width=1200,Ryzen AI 5 340,16 GB,512 GB,15.6 in,Windows 11 Home,,C22JNEA,https://www.noon.com/saudi-en/omnibook-3-laptop-with-15-6-inch-full-hd-1920x1080-display-amd-ryzen-ai-5-340-processor-16gb-ram-ddr5-512gb-ssd-windows-11-home-english-arabic-silver/N70290463V/p/,,,,,,,,,,Silver,,,2 GHz,,,,Integrated,,,,,,,,,,512 GB,English/Arabic,,,Omnibook 3 LaptopNGAI 15-fn003nx,C22JNEA,HP OMEN,,Hexa Core,,,,,Windows,,Windows 11 Home,,,,Ryzen AI 5 340,Not Applicable,,,,,16 GB,DDR5,,,,15.6 in,,,,,,SSD,,,,,,
"IdeaPad Slim 3 Laptop With 15.6 Inch Full HD (1920x1080) Display, Core i7-13620H Processor/16GB RAM DDR5/1TB SSD/Intel UHD Graphics/DOS(Without Windows) With Laptop Bag Free From Lenovo 15.6-inch Casual Toploader English/Arabic Arctic Grey",3279.00,3.9,https://f.nooncdn.com/p/pnsku/N70148822V/45/_/1739185381/145085bc-75fa-4e75-bd18-a34c63f12f60.jpg?width=1200,Core i7-13620H,16 GB,1 TB,15.6 in,Free DOS,1920x1080,83EM00J4AD,https://www.noon.com/saudi-en/ideapad-slim-3-laptop-with-15-6-inch-full-hd-1920x1080-display-core-i7-13620h-processor-16gb-ram-ddr5-1tb-ssd-intel-uhd-graphics-dos-without-windows-with-laptop-bag-free-from-lenovo-15-6-inch-casual-toploader-english-arabic-arctic-grey/N70148822V/p/,,,,,,,,,,Arctic Grey,,,1.8 GHz,1920x1080,,,Integrated,,,,,,,,Yes,,1 TB,English/Arabic,,,,83EM00J4AD,Lenovo IdeaPad,,10-Core,,,2,,DOS,,Free DOS,,,,Core i7-13620H,13th Gen,,,,,16 GB,DDR5,,Full HD,,15.6 in,Yes,,,,,SSD,Business,,,,,
"Nitro V15 (Upgraded Version) Gaming Laptop With 15.6 Inch Full HD (1920X1080) Display, Core i9- 13900H Processor/16GB RAM DDR5/512GB SSD/8GB Nvidia GeForce RTX 5050 Graphics/Windows 11/ English/Arabic Black",4499.00,2.4,https://f.nooncdn.com/p/pnsku/N70261801V/45/_/1764066653/372fc454-f53a-49dd-ae04-6b60a92a6f7b.jpg?width=1200,Core i9- 13900H,16 GB,512 GB,15.6 in,Windows 11,1920x1080,Nitro V15,https://www.noon.com/saudi-en/nitro-v15-upgraded-version-gaming-laptop-with-15-6-inch-full-hd-1920x1080-display-core-i9-13900h-processor-16gb-ram-ddr5-512gb-ssd-8gb-nvidia-geforce-rtx-5050-graphics-windows-11-english-arabic-black/N70261801V/p/,,,,,,,,,,Black,,,1.9 GHz,1920x1080,,,Graphic Card,,,,,,8 GB,,,,512 GB,English/Arabic,,,Nitro V15,Nitro V15,Acer Nitro,,14-Core,,,,,Windows,,Windows 11,,,,Core i9- 13900H,13th Gen,,,,,16 GB,DDR5,,Full HD,,15.6 in,,,,,,SSD,Gaming,,,,,
"Matebook D16 (Upgraded Version) Laptop With 16 Inch Full HD (1920x1080) Display, Core i5-12450H Processor/16GB RAM DDR5/512GB SSD/Windows 11 Pro+ Microsoft Office English/Arabic Mystic Silver",2189.00,4.2,https://f.nooncdn.com/p/pnsku/N70312362V/45/_/1773835879/0867a542-1e64-4616-be1f-108b9e5a1fb4.jpg?width=1200,Core i5-12450H,16 GB,512 GB,16 in,Windows 11 Pro,1920x1080,Matebook D16,https://www.noon.com/saudi-en/matebook-d16-upgraded-version-laptop-with-16-inch-full-hd-1920x1080-display-core-i5-12450h-processor-16gb-ram-ddr5-512gb-ssd-windows-11-pro-microsoft-office-english-arabic-mystic-silver/N70312362V/p/,,,,,,,,,,Mystic Silver,,,1.5 GHz,1920x1080,,,Integrated,,,,,,,,,,512 GB,English/Arabic,,,Matebook D16,Matebook D16,Huawei MateBook D,,Octa Core,,,,,Windows,,Windows 11 Pro,,,,Core i5-12450H,12th Gen,,,,,16 GB,DDR5,,Full HD,,16 in,,,,,,SSD,Business,,,,,
,586.00,3.3,https://f.nooncdn.com/p/pnsku/N70055748V/45/_/1722583682/8d4d7807-b636-41df-8129-3b8c325013ce.jpg?width=1200,Core i5,8 GB,256 GB,13.3 in,Windows 10 Pro,1080x1920,Thinkpad x390,https://www.noon.com/saudi-en/renewed-thinkpad-x390-laptop-with-13-3-inch-display-intel-core-i5-8th-gen-8gb-ram-256gb-ssd-windows-10-pro-english-black/N70055748V/p/,,,,2 Hours,,,,,,Black,,,2.4 GHz,1080x1920,IPS,,Integrated,,,,Intel HD 620,Max,,,-,,256 GB,English,,,Thinkpad x390,Thinkpad x390,Lenovo ThinkPad,,Dual Core,,,-,,Windows,,Windows 10 Pro,,,,Core i5,8th Gen,1.7 cm,31.2 cm,1.29 KG,21.7 cm,8 GB,DDR4,,Full HD,,13.3 in,-,,,,,SSD,Business,,,1 - 1.4 Kg,,
"TUF (Upgraded Version) Gaming Laptop With 15.6 Inch Full HD (1920x1080) Display, Ryzen 7-7445HS Processor/8GB RAM DDR5/512GB SSD/Windows 11 Pro/4GB Nvidia Geforce RTX 3050 Graphics/ English/Arabic Graphite Black",3399.00,4.2,https://f.nooncdn.com/p/pnsku/N70368655V/45/_/1777876509/72d770ad-e3d0-47f0-90cd-971454d42c6a.jpg?width=1200,Ryzen 7-7445HS,8 GB,512 GB,15.6 in,Windows 11 Pro,1920x1080,90NR0JF7-M00PY0+ upgraded,https://www.noon.com/saudi-en/tuf-upgraded-version-gaming-laptop-with-15-6-inch-full-hd-1920x1080-display-ryzen-7-7445hs-processor-8gb-ram-ddr5-512gb-ssd-windows-11-pro-4gb-nvidia-geforce-rtx-3050-graphics-english-arabic-graphite-black/N70368655V/p/,,,,,,,,,,Graphite Black,,,3.5 GHz,1920x1080,,,Graphic Card,,,,NVIDIA GeForce RTX 3050,,4 GB,,,,512 GB,English/Arabic,,,,90NR0JF7-M00PY0+ upgraded,ASUS TUF Gaming,,Hexa Core,,,,,Windows,,Windows 11 Pro,,,,Ryzen 7-7445HS,Not Applicable,,,,,8 GB,DDR5,,Full HD,,15.6 in,,,,,,SSD,Gaming,,,,,
"IdeaPad 1 15IRU7 (Upgraded Version) Laptop With 15.6 Inch Full HD (1920x1080) Touchscreen Display, Core i5-1335U Processor/16GB RAM DDR5/512GB SSD/Windows 11 Home/Intel Iris Xe Graphics/ English/Arabic Abyss Blue",2299.00,3.8,https://f.nooncdn.com/p/pnsku/N70298456V/45/_/1772010746/9c1c5dbf-d860-4471-bbf3-95426c41c598.jpg?width=1200,Core i5-1335U,16 GB,512 GB,15.6 in,Windows 11 Home,1920x1080,IdeaPad Slim 3 15IRH10/16GB/512GB,https://www.noon.com/saudi-en/ideapad-1-15iru7-upgraded-version-laptop-with-15-6-inch-full-hd-1920x1080-touchscreen-display-core-i5-1335u-processor-16gb-ram-ddr5-512gb-ssd-windows-11-home-intel-iris-xe-graphics-english-arabic-abyss-blue/N70298456V/p/,,,,,,,,,,Abyss Blue,,,1.3 GHz,1920x1080,,,Integrated,,,,Intel Iris XE,,,,,,512 GB,English/Arabic,,,,IdeaPad Slim 3 15IRH10/16GB/512GB,Lenovo IdeaPad,,Deca core,,,,,Windows,,Windows 11 Home,,,,Core i5-1335U,13th Gen,,,,,16 GB,DDR5,,Full HD,,15.6 in,,,,,,SSD,Business,,,,,
"OmniBook X 14-fe0003nx Laptop With 14-Inch Display, Qualcomm Snapdragon X Elite Processor/16GB RAM/512GB SSD/Integrated Graphics/Windows 11 English/Arabic Meteor Silver Aluminum",3599.00,4.1,https://f.nooncdn.com/p/pnsku/N70113059V/45/_/1726821450/d0f53248-c966-451f-88e4-4d086aedff32.jpg?width=1200,Snapdragon X Elite,16 GB,512 GB,14 in,Windows 11,1920x1080,A9MW9EA,https://www.noon.com/saudi-en/omnibook-x-14-fe0003nx-laptop-with-14-inch-display-qualcomm-snapdragon-x-elite-processor-16gb-ram-512gb-ssd-integrated-graphics-windows-11-english-arabic-meteor-silver-aluminum/N70113059V/p/,,,,5 Hours,,,,,,Meteor Silver Aluminum,,,3.4 GHz,1920x1080,LED,,Integrated,,,,,,,,no,,512 GB,English/Arabic,,,OmniBook X 14-fe0003nx,A9MW9EA,HP EF Series,,12-Core,1,,2,,Windows,,Windows 11,,,,Snapdragon X Elite,13th Gen,,,,,16 GB,DDR5,,Full HD,,14 in,Yes,,,,,SSD,Business,,,,,
